Date,Time,Location,CO,SO2,NO2,O3,PM2.5,PM10,AQI,AQI Category
3/1/2025,12:00,New Market,0.4,7.8,13.62,45,57.12,67.12,152,Unhealthy
3/1/2025,18:00,New Market,0.38,9.4,7.2,60.32,41.23,71.28,115,Unhealthy for Sensitive Groups
3/2/2025,0:00,Dewanhat,0.32,5.4,9.2,50.3,35.2,40.5,100,Moderate
3/2/2025,6:00,Dewanhat,0.35,6.1,12.5,62.4,45.3,50.2,125,Unhealthy for Sensitive Groups
3/2/2025,12:00,Dewanhat,0.51,10.2,18.9,115.2,85.6,98.3,211,Very Unhealthy
3/2/2025,18:00,Dewanhat,0.6,18.5,8.5,140.8,110.2,132.6,238,Very Unhealthy
3/2/2025,0:00,Anderkilla,0.322,5,13,29,31,60,91,Moderate
3/2/2025,6:00,Anderkilla,0.297,5,11,30,35,66,99,Moderate
3/2/2025,12:00,Anderkilla,0.247,5,8,42,35,78,99,Moderate
3/2/2025,18:00,Anderkilla,0.259,4,18,45,28,62,84,Moderate
3/2/2025,0:00,Kotowali,0.33,4.6,5.45,78.8,31.57,41.17,128,Unhealthy for Sensitive Groups
3/2/2025,6:00,Kotowali,0.39,6.45,5.9,102.38,30.6,33.21,193,Unhealthy
3/2/2025,12:00,Kotowali,0.42,6.86,5.02,90.72,35,39.77,163,Unhealthy
3/2/2025,18:00,Kotowali,0.4,6.45,5.9,102.38,30.6,33.21,193,Unhealthy
3/2/2025,6:00,Bayejid,0.42,7.41,11.34,50.46,63.37,50.47,155,Unhealthy
3/2/2025,12:00,Bayejid,0.32,7.06,3.27,89.11,55.76,51.97,159,Unhealthy
3/2/2025,6:00,Bayejid,0.32,4.88,8.21,108.79,26.96,32.21,204,Very Unhealthy
3/2/2025,0:00,Bayejid,0.39,7.95,9.36,11.82,50.02,48.61,137,Unhealthy for Sensitive Groups
3/2/2025,0:00,New Market,0.43,7.6,5.46,42.12,47.23,42.26,130,Unhealthy for Sensitive Groups
3/2/2025,6:00,New Market,0.38,6.2,12.2,52.37,46.28,48.6,128,Unhealthy for Sensitive Groups
3/2/2025,12:00,New Market,0.39,8.6,8.26,50.26,82.13,66.23,165,Unhealthy
3/2/2025,18:00,New Market,0.46,10.2,9.12,61.25,85.2,12.36,166,Unhealthy
3/3/2025,0:00,Dewanhat,0.29,4.8,7.6,55.2,30.1,38.2,89,Moderate
3/3/2025,6:00,Dewanhat,0.33,5.9,10.4,68.1,40.3,49.5,113,Unhealthy for Sensitive Groups
3/3/2025,12:00,Dewanhat,0.5,11.8,20.2,120.6,90.4,105.7,216,Very Unhealthy
3/3/2025,18:00,Dewanhat,0.63,20.3,9.7,145.6,115.4,140.1,243,Very Unhealthy
3/3/2025,0:00,Anderkilla,0.317,4,16,27,33,68,95,Moderate
3/3/2025,6:00,Anderkilla,0.314,3,12,33,31,57,91,Moderate
3/3/2025,12:00,Anderkilla,0.251,4,7,50,30,62,89,Moderate
3/3/2025,18:00,Anderkilla,0.241,4,17,48,21,48,70,Moderate
3/3/2025,0:00,Kotowali,0.4,3.82,6.6,39.22,40.37,32.84,113,Unhealthy for Sensitive Groups
3/3/2025,6:00,Kotowali,0.38,2.76,6.35,38.13,42.67,40.8,119,Unhealthy for Sensitive Groups
3/3/2025,12:00,Kotowali,0.41,9.19,7.32,77.84,93.9,99.84,171,Unhealthy
3/3/2025,18:00,Kotowali,0.49,8.61,2.53,110.1,65,53.8,205,Very Unhealthy
3/3/2025,6:00,Bayejid,0.44,7.95,11.03,51.96,56.12,64.43,151,Unhealthy
3/3/2025,12:00,Bayejid,0.44,7.99,10.64,45.21,48.79,50.7,134,Unhealthy for Sensitive Groups
3/3/2025,6:00,Bayejid,0.34,5.41,8.43,103.21,42.22,47.91,195,Unhealthy
3/3/2025,0:00,Bayejid,0.41,0.25,3,7.76,55.52,33.23,151,Unhealthy
3/3/2025,0:00,New Market,0.35,5.32,7.6,29.3,36.29,67.29,103,Unhealthy for Sensitive Groups
3/3/2025,6:00,New Market,0.36,5.26,7.2,55.23,30.12,42.15,89,Moderate
3/3/2025,12:00,New Market,0.39,3.65,6.2,43.2,42.13,36.28,117,Unhealthy for Sensitive Groups
3/3/2025,18:00,New Market,0.48,9.6,11.23,58,93,46,170,Unhealthy
3/4/2025,0:00,Dewanhat,0.3,5.2,8.9,52.8,32.4,42.6,94,Moderate
3/4/2025,6:00,Dewanhat,0.34,6.4,13.1,66.2,42.7,50.6,119,Unhealthy for Sensitive Groups
3/4/2025,12:00,Dewanhat,0.52,12.4,19.5,118.2,88.3,102.6,214,Very Unhealthy
3/4/2025,18:00,Dewanhat,0.64,21.2,10.5,147.4,120.6,145.3,245,Very Unhealthy
3/4/2025,0:00,Anderkilla,0.304,3,17,21,26,54,80,Moderate
3/4/2025,6:00,Anderkilla,0.321,2,15,23,27,48,82,Moderate
3/4/2025,12:00,Anderkilla,0.356,4,14,45,38,51,107,Unhealthy for Sensitive Groups
3/4/2025,18:00,Anderkilla,0.275,6,20,59,29,61,87,Moderate
3/4/2025,0:00,Kotowali,0.42,3.53,6.18,99.98,41.1,35.33,187,Unhealthy
3/4/2025,6:00,Kotowali,0.4,7.05,10.38,45.13,70.85,76.44,159,Unhealthy
3/4/2025,12:00,Kotowali,0.46,6.37,3.33,102.89,48.48,46.47,195,Unhealthy
3/4/2025,18:00,Kotowali,0.49,9.15,12.08,34.98,46.26,52.14,127,Unhealthy for Sensitive Groups
3/4/2025,6:00,Bayejid,0.38,4.31,8.05,61.51,42.96,45.07,119,Unhealthy for Sensitive Groups
3/4/2025,12:00,Bayejid,0.38,4.38,8.24,50.2,41.27,44.67,115,Unhealthy for Sensitive Groups
3/4/2025,6:00,Bayejid,0.27,2.86,2.5,73.05,55.26,48.09,150,Unhealthy for Sensitive Groups
3/4/2025,0:00,Bayejid,0.31,3.45,6.95,103.04,39.58,41.21,195,Unhealthy
3/4/2025,0:00,New Market,0.49,5.32,9.2,56.1,36.2,48.6,103,Unhealthy for Sensitive Groups
3/4/2025,6:00,New Market,0.58,12.2,9.6,65.2,72.1,42.26,160,Unhealthy
3/4/2025,12:00,New Market,0.56,12.5,18.23,78,63.2,47.2,155,Unhealthy
3/4/2025,18:00,New Market,0.65,22.8,12.2,97.2,112.1,92.36,180,Unhealthy
3/5/2025,0:00,Dewanhat,0.31,5.6,9.5,54.6,34.3,45.1,98,Moderate
3/5/2025,6:00,Dewanhat,0.36,6.9,14.6,70.4,46.8,52.3,129,Unhealthy for Sensitive Groups
3/5/2025,12:00,Dewanhat,0.49,13.1,22.4,122.5,92.6,108.1,218,Very Unhealthy
3/5/2025,18:00,Dewanhat,0.61,19.8,11.2,127.1,97.2,113.7,223,Very Unhealthy
3/5/2025,0:00,Anderkilla,0.365,6,16,35,43,87,119,Unhealthy for Sensitive Groups
3/5/2025,6:00,Anderkilla,0.327,4,15,23,37,58,105,Unhealthy for Sensitive Groups
3/5/2025,12:00,Anderkilla,0.381,5,8,57,26,61,80,Moderate
3/5/2025,18:00,Anderkilla,0.293,5,12,54,29,59,87,Moderate
3/5/2025,0:00,Kotowali,0.33,4.08,9,103.79,41.18,47.13,197,Unhealthy
3/5/2025,6:00,Kotowali,0.42,5.31,9.32,106.73,29.88,31.43,202,Very Unhealthy
3/5/2025,12:00,Kotowali,0.44,7.52,10.3,10.17,49.08,47.1,134,Unhealthy for Sensitive Groups
3/5/2025,18:00,Kotowali,0.46,7.24,12.03,48.81,48.17,35.16,132,Unhealthy for Sensitive Groups
3/5/2025,6:00,Bayejid,0.46,11.36,7.44,75.6,77.88,84.12,163,Unhealthy
3/5/2025,12:00,Bayejid,0.55,16.8,6.23,59.73,90.43,122.48,169,Unhealthy
3/5/2025,6:00,Bayejid,0.36,10.91,2.31,131.17,79.39,75.37,228,Very Unhealthy
3/5/2025,0:00,Bayejid,0.4,11.15,6.47,123.17,68.88,69.22,219,Very Unhealthy
3/5/2025,0:00,New Market,0.35,7.2,8,56,37,48.2,105,Unhealthy for Sensitive Groups
3/5/2025,6:00,New Market,0.39,7.2,15.2,78.9,36.2,56.2,129,Unhealthy for Sensitive Groups
3/5/2025,12:00,New Market,0.27,7.89,2.38,123.22,42.2,33.74,219,Very Unhealthy
3/5/2025,18:00,New Market,0.68,22.36,15.2,112.2,95.3,112.2,208,Very Unhealthy
3/6/2025,0:00,Dewanhat,0.28,4.5,7.2,51.3,28.7,37.5,86,Moderate
3/6/2025,6:00,Dewanhat,0.32,6,11.2,65.8,41.5,48.9,116,Unhealthy for Sensitive Groups
3/6/2025,12:00,Dewanhat,0.48,10.9,21.6,119.4,87.2,100.5,215,Very Unhealthy
3/6/2025,18:00,Dewanhat,0.62,20.7,10.8,146.7,117.5,141.6,244,Very Unhealthy
3/6/2025,0:00,Anderkilla,0.381,7,19,41,42,78,117,Unhealthy for Sensitive Groups
3/6/2025,6:00,Anderkilla,0.338,6,17,37,39,52,110,Unhealthy for Sensitive Groups
3/6/2025,12:00,Anderkilla,0.381,7,31,47,41,62,115,Unhealthy for Sensitive Groups
3/6/2025,18:00,Anderkilla,0.351,7,21,45,31,58,91,Moderate
3/6/2025,0:00,Kotowali,0.42,6.3,4.69,93.5,45.13,52.3,170,Unhealthy
3/6/2025,6:00,Kotowali,0.4,9.88,8.87,89.23,49.54,53.6,159,Unhealthy
3/6/2025,12:00,Kotowali,0.49,4.6,5.45,78.8,31.53,41.97,128,Unhealthy for Sensitive Groups
3/6/2025,18:00,Kotowali,0.44,6.45,5.9,102.38,30.5,33.12,193,Unhealthy
3/6/2025,6:00,Bayejid,0.42,12.57,3.27,97.51,57.48,44,181,Unhealthy
3/6/2025,12:00,Bayejid,0.45,13.26,5.08,114.95,97.67,102.68,210,Very Unhealthy
3/6/2025,6:00,Bayejid,0.36,14.4,2.31,109.81,88.58,54.82,205,Very Unhealthy
3/6/2025,0:00,Bayejid,0.33,9.24,6.87,76.75,44.7,18.7,124,Unhealthy for Sensitive Groups
3/6/2025,0:00,New Market,0.45,7.2,5.6,97,35.6,59,179,Unhealthy
3/6/2025,6:00,New Market,0.49,11.53,10.76,77.34,51.26,70.74,140,Unhealthy for Sensitive Groups
3/6/2025,12:00,New Market,0.39,8,36,48.2,49.2,65.92,135,Unhealthy for Sensitive Groups
3/6/2025,18:00,New Market,0.63,22.1,12.3,38.2,16.8,23.5,61,Moderate
3/7/2025,0:00,Dewanhat,0.34,5.2,7.1,52.3,30,40.2,89,Moderate
3/7/2025,6:00,Dewanhat,0.27,4.3,6.9,49.6,26.4,35.8,81,Moderate
3/7/2025,12:00,Dewanhat,0.31,5.7,10.8,64.5,39.8,47.1,112,Unhealthy for Sensitive Groups
3/7/2025,18:00,Dewanhat,0.47,11.3,19.9,121.8,90.1,103.8,218,Very Unhealthy
3/7/2025,0:00,Anderkilla,0.351,7,13,31,42,72,117,Unhealthy for Sensitive Groups
3/7/2025,6:00,Anderkilla,0.338,7,14,35,31,53,91,Moderate
3/7/2025,12:00,Anderkilla,0.301,8,17,54,38,69,107,Unhealthy for Sensitive Groups
3/7/2025,18:00,Anderkilla,0.349,7,16,43,34,63,97,Moderate
3/7/2025,0:00,Kotowali,0.34,6.98,5.06,90.73,35,39.77,163,Unhealthy
3/7/2025,6:00,Kotowali,0.29,6.46,5.9,102.92,30.33,33.21,195,Unhealthy
3/7/2025,12:00,Kotowali,0.31,3.82,6.6,39.32,40.37,32.88,113,Unhealthy for Sensitive Groups
3/7/2025,18:00,Kotowali,0.33,2.76,6.57,38.13,42.99,40.8,119,Unhealthy for Sensitive Groups
3/7/2025,6:00,Bayejid,0.37,10.24,7.95,38.64,76.88,71.07,162,Unhealthy
3/7/2025,12:00,Bayejid,0.47,11.68,6.12,61.69,83.65,78.03,166,Unhealthy
3/7/2025,6:00,Bayejid,0.36,6.47,5.32,82.16,52.05,52.81,142,Unhealthy for Sensitive Groups
3/7/2025,0:00,Bayejid,0.39,7,5.41,40.09,63.37,57.66,155,Unhealthy
3/7/2025,0:00,New Market,0.36,7.2,6.34,92.5,36.4,40.15,168,Unhealthy
3/7/2025,6:00,New Market,0.31,7.68,7.25,98.3,29.1,35.26,183,Unhealthy
3/7/2025,12:00,New Market,0.39,4.6,5.68,42.5,42.62,35.1,119,Unhealthy for Sensitive Groups
3/7/2025,18:00,New Market,0.41,3.62,7.25,41.25,45.26,49.21,125,Unhealthy for Sensitive Groups
3/8/2025,0:00,Dewanhat,0.29,4.7,8.1,53.1,31.2,41.7,91,Moderate
3/8/2025,6:00,Dewanhat,0.33,6.3,12.7,67.5,43.1,51.2,120,Unhealthy for Sensitive Groups
3/8/2025,12:00,Dewanhat,0.53,12.8,23.1,124.7,95.2,110.3,221,Very Unhealthy
3/8/2025,18:00,Dewanhat,0.66,22.5,13.6,150.2,125.8,150.4,248,Very Unhealthy
3/8/2025,0:00,Anderkilla,0.344,6,19,35,38,61,107,Unhealthy for Sensitive Groups
3/8/2025,6:00,Anderkilla,0.452,6,21,28,61,99,154,Unhealthy
3/8/2025,12:00,Anderkilla,0.253,8,8,77,36,101,122,Unhealthy for Sensitive Groups
3/8/2025,18:00,Anderkilla,0.257,7,23,52,33,75,95,Moderate
3/8/2025,0:00,Kotowali,0.333,9.19,7.32,77.86,93.9,99.92,171,Unhealthy
3/8/2025,6:00,Kotowali,0.291,8.61,2.28,111.9,65,53.8,207,Very Unhealthy
3/8/2025,12:00,Kotowali,0.42,3.57,6.18,99.55,41.2,32.65,186,Unhealthy
3/8/2025,18:00,Kotowali,0.44,7.06,10.35,45.13,70.86,76.44,159,Unhealthy
3/8/2025,6:00,Bayejid,0.39,7,5.95,40.09,63.37,57.93,155,Unhealthy
3/8/2025,12:00,Bayejid,0.43,9.47,6.81,32.84,84.08,86.44,166,Unhealthy
3/8/2025,6:00,Bayejid,0.39,4.86,5.68,53.86,120.97,120.77,185,Unhealthy
3/8/2025,0:00,Bayejid,0.29,8.54,3.82,87.11,64.29,38.65,156,Unhealthy
3/8/2025,0:00,New Market,0.28,7.2,15.29,68.26,45.26,59.29,125,Unhealthy for Sensitive Groups
3/8/2025,6:00,New Market,0.68,8.61,2.28,111.9,65,53.8,207,Very Unhealthy
3/8/2025,12:00,New Market,0.41,11.53,7.66,118.13,52.65,89,214,Very Unhealthy
3/8/2025,18:00,New Market,0.49,8.26,11.2,46.24,72.25,79.26,160,Unhealthy
3/9/2025,0:00,Dewanhat,0.3,5.1,9.4,55.7,33.9,43.8,97,Moderate
3/9/2025,6:00,Dewanhat,0.35,7.1,15.2,72.3,48.6,54.8,133,Unhealthy for Sensitive Groups
3/9/2025,12:00,Dewanhat,0.54,13.4,24.5,126.9,98.4,112.7,223,Very Unhealthy
3/9/2025,18:00,Dewanhat,0.67,23.1,14.2,152.1,128.3,153.6,250,Very Unhealthy
3/9/2025,0:00,Anderkilla,0.454,6,21,26,46,84,127,Unhealthy for Sensitive Groups
3/9/2025,6:00,Anderkilla,0.451,6,23,29,67,92,157,Unhealthy
3/9/2025,12:00,Anderkilla,0.483,8,29,79,68,92,157,Unhealthy
3/9/2025,18:00,Anderkilla,0.357,6,18,61,47,49,129,Unhealthy for Sensitive Groups
3/9/2025,0:00,Kotowali,0.42,6.37,3.33,102.32,48.88,45.57,193,Unhealthy
3/9/2025,6:00,Kotowali,0.44,9.18,12.08,34.83,46.26,52.14,127,Unhealthy for Sensitive Groups
3/9/2025,12:00,Kotowali,0.32,4.96,9,103.77,41.13,47.23,197,Unhealthy
3/9/2025,18:00,Kotowali,0.39,5.31,9.32,106.73,29.88,31.23,202,Very Unhealthy
3/9/2025,6:00,Bayejid,0.44,7.7,9.78,58.76,152.34,172.78,203,Very Unhealthy
3/9/2025,12:00,Bayejid,0.52,11.31,6.34,53.97,96.8,105.88,172,Unhealthy
3/9/2025,6:00,Bayejid,0.52,10.96,6.08,75.34,81.54,79.3,164,Unhealthy
3/9/2025,0:00,Bayejid,0.38,7.58,5.92,95.04,54.55,61.58,174,Unhealthy
3/9/2025,0:00,New Market,0.48,8.26,26.3,29.6,48.2,86.23,132,Unhealthy for Sensitive Groups
3/9/2025,6:00,New Market,0.48,8.2,25.26,30.8,68.29,93.26,158,Unhealthy
3/9/2025,12:00,New Market,0.33,7.93,7.82,104.99,43.27,59.48,200,Unhealthy
3/9/2025,18:00,New Market,0.39,6.58,11.5,98.76,32.12,36.25,184,Unhealthy
3/10/2025,0:00,Dewanhat,0.28,4.6,7.7,50.9,29.6,39.2,88,Moderate
3/10/2025,6:00,Dewanhat,0.34,6.8,13.5,69.8,45.2,52.7,125,Unhealthy for Sensitive Groups
3/10/2025,12:00,Dewanhat,0.5,11.9,22.8,123.3,94.1,107.5,219,Very Unhealthy
3/10/2025,18:00,Dewanhat,0.63,20.9,12.5,147.9,120.9,144.5,245,Very Unhealthy
3/10/2025,0:00,Anderkilla,0.421,6,23,25,44,79,122,Unhealthy for Sensitive Groups
3/10/2025,6:00,Anderkilla,0.455,6,21,41,23,54,74,Moderate
3/10/2025,12:00,Anderkilla,0.489,7,25,78,67,91,157,Unhealthy
3/10/2025,18:00,Anderkilla,0.303,6,18,75,44,53,122,Unhealthy for Sensitive Groups
3/10/2025,0:00,Kotowali,0.31,7.63,10.3,10.17,49.07,47.18,134,Unhealthy for Sensitive Groups
3/10/2025,6:00,Kotowali,0.42,7.24,12.03,48.81,48.17,35.16,132,Unhealthy for Sensitive Groups
3/10/2025,12:00,Kotowali,0.44,7.57,3.58,90.81,54.65,50.95,163,Unhealthy
3/10/2025,18:00,Kotowali,0.5,6.15,14.76,30.04,70.64,67.17,159,Unhealthy
3/10/2025,6:00,Bayejid,0.44,6.63,7.01,83.45,62.55,74.54,155,Unhealthy
3/10/2025,12:00,Bayejid,0.52,10.4,7.58,79.83,82.31,84.41,165,Unhealthy
3/10/2025,6:00,Bayejid,0.41,5.68,6.83,105.98,78.51,95.1,163,Unhealthy
3/10/2025,0:00,Bayejid,0.3,5.06,4.51,63.38,54.78,65.57,148,Unhealthy for Sensitive Groups
3/10/2025,0:00,New Market,0.3,5.2,7.9,56.23,30.2,39.2,89,Moderate
3/10/2025,6:00,New Market,0.23,0.89,22.25,80.25,69.23,98.2,158,Unhealthy
3/10/2025,12:00,New Market,0.25,3,7.76,55.52,33.23,36.76,95,Moderate
3/10/2025,18:00,New Market,0.35,6.16,8.85,111.09,42.63,47.55,206,Very Unhealthy
