Date,Time,Location,CO,SO2,NO2,O3,PM2.5,PM10,AQI,AQI Category
12/16/2024,12:00,Dewanhat,0.445,6.2,20.34,36.34,20.65,39.45,69,Moderate
12/16/2024,18:00,Dewanhat,0.45,4.7,15.34,29.78,18.54,30.78,65,Moderate
12/16/2024,0:00,Anderkilla,0.358,3,42,23,30,42,89,Moderate
12/16/2024,6:00,Anderkilla,0.321,5,35,55,21,43,70,Moderate
12/16/2024,12:00,Anderkilla,0.287,3,19,21,26,38,80,Moderate
12/16/2024,18:00,Anderkilla,0.268,3,15,22,17,23,61,Moderate
12/16/2024,0:00,Kotowali,0.32,6.37,3.53,102.94,48.48,45.47,195,Unhealthy
12/16/2024,6:00,Kotowali,0.4,7.53,10.3,10.17,49.85,47.16,136,Unhealthy for Sensitive Groups
12/16/2024,12:00,Kotowali,0.29,7.32,4.65,93.34,55.25,50.95,170,Unhealthy
12/16/2024,18:00,Kotowali,0.37,6.22,10.32,104.65,32.64,31.88,199,Unhealthy
12/16/2024,6:00,Bayejid,0.39,7.95,9.36,11.82,50.2,48.08,137,Unhealthy for Sensitive Groups
12/16/2024,12:00,Bayejid,0.44,7.95,11.07,51.94,56.63,64.43,152,Unhealthy
12/16/2024,6:00,Bayejid,0.34,5.41,8.43,103.12,42.22,47.91,195,Unhealthy
12/16/2024,0:00,Bayejid,0.41,7.75,8.9,66.84,57.13,61.48,152,Unhealthy
12/16/2024,0:00,New Market,0.4,7.63,9.11,51.23,55.23,48.23,150,Unhealthy for Sensitive Groups
12/16/2024,6:00,New Market,0.32,5.95,11.25,66.23,31.68,50.23,92,Moderate
12/16/2024,12:00,New Market,0.26,6.37,3.13,113.07,38.6,29.4,208,Very Unhealthy
12/16/2024,18:00,New Market,0.28,8.2,6.33,91.93,43.94,47,166,Unhealthy
12/17/2024,0:00,Dewanhat,0.46,5.8,22.12,38.12,23.54,37.89,75,Moderate
12/17/2024,6:00,Dewanhat,0.47,6.6,26.45,43.15,29.78,42.45,88,Moderate
12/17/2024,12:00,Dewanhat,0.48,5.1,12.34,31.54,19.45,33.89,66,Moderate
12/17/2024,18:00,Dewanhat,0.49,4.9,18.34,42.15,27.65,41.23,84,Moderate
12/17/2024,0:00,Anderkilla,0.289,4,28,42,28,27,84,Moderate
12/17/2024,6:00,Anderkilla,0.373,3,30,11,23,30,74,Moderate
12/17/2024,12:00,Anderkilla,0.331,4,19,19,32,17,93,Moderate
12/17/2024,18:00,Anderkilla,0.327,6,39,41,19,39,66,Moderate
12/17/2024,0:00,Kotowali,0.37,9.16,11.21,34.05,46.23,52.12,127,Unhealthy for Sensitive Groups
12/17/2024,6:00,Kotowali,0.26,7.55,13.55,48.81,48.17,35.15,132,Unhealthy for Sensitive Groups
12/17/2024,12:00,Kotowali,0.34,7.21,14.76,30.76,70.65,67.17,159,Unhealthy
12/17/2024,18:00,Kotowali,0.29,3.65,6.12,99.98,41.1,35.33,187,Unhealthy
12/17/2024,6:00,Bayejid,0.38,4.31,8.05,61.53,42.26,45.07,118,Unhealthy for Sensitive Groups
12/17/2024,12:00,Bayejid,0.38,4.47,8.24,50.2,41.62,44.57,116,Unhealthy for Sensitive Groups
12/17/2024,6:00,Bayejid,0.27,2.86,2.5,73.05,55.26,48.09,150,Unhealthy for Sensitive Groups
12/17/2024,0:00,Bayejid,0.31,3.54,6.95,103.04,39.85,41.21,195,Unhealthy
12/17/2024,0:00,New Market,0.29,4.2,12.12,48.21,46.32,56.36,128,Unhealthy for Sensitive Groups
12/17/2024,6:00,New Market,0.32,7.52,15.31,42.23,42.36,45.26,118,Unhealthy for Sensitive Groups
12/17/2024,12:00,New Market,0.34,6.32,19.23,45.32,39.23,35.18,110,Unhealthy for Sensitive Groups
12/17/2024,18:00,New Market,0.33,5.63,11.24,30.76,42.78,44.52,119,Unhealthy for Sensitive Groups
12/18/2024,0:00,Dewanhat,0.5,6.25,19.12,30.25,20.78,35.45,69,Moderate
12/18/2024,6:00,Dewanhat,0.51,5.35,15.34,29.78,18.54,31.12,65,Moderate
12/18/2024,12:00,Dewanhat,0.52,6.6,28.34,45.25,33.45,43.67,96,Moderate
12/18/2024,18:00,Dewanhat,0.53,5.5,22.34,36.34,25.78,39.45,80,Moderate
12/18/2024,0:00,Anderkilla,0.41,5,23,31,26,29,80,Moderate
12/18/2024,6:00,Anderkilla,0.441,7,36,42,19,34,66,Moderate
12/18/2024,12:00,Anderkilla,0.398,8,36,42,13,33,53,Moderate
12/18/2024,18:00,Anderkilla,0.434,7,38,19,34,37,97,Moderate
12/18/2024,0:00,Kotowali,0.37,7.04,10.55,46.13,70.83,76.44,159,Unhealthy
12/18/2024,6:00,Kotowali,0.32,3.36,7.06,98.6,41.76,35.73,183,Unhealthy
12/18/2024,12:00,Kotowali,0.42,6.54,5.9,103.54,30.5,33.21,196,Unhealthy
12/18/2024,18:00,Kotowali,0.39,2.76,5.65,38.13,42.17,40.98,117,Unhealthy for Sensitive Groups
12/18/2024,6:00,Bayejid,0.46,11.36,7.44,75.6,77.68,84.12,162,Unhealthy
12/18/2024,12:00,Bayejid,0.55,16.8,6.23,59.73,90.42,122.48,169,Unhealthy
12/18/2024,6:00,Bayejid,0.36,10.91,2.31,131.17,79.37,75.37,228,Very Unhealthy
12/18/2024,0:00,Bayejid,0.4,11.15,6.47,123.17,68.88,69.22,219,Very Unhealthy
12/18/2024,0:00,New Market,0.38,6.5,15.36,45.63,22.36,44.25,73,Moderate
12/18/2024,6:00,New Market,0.36,5.02,18.26,43.56,20.13,36.32,68,Moderate
12/18/2024,12:00,New Market,0.4,6.36,22.36,32.35,22.36,82.36,73,Moderate
12/18/2024,18:00,New Market,0.41,7.2,26.36,38.14,43.25,52.2,120,Unhealthy for Sensitive Groups
12/19/2024,0:00,Dewanhat,0.54,5.7,27.34,40.78,31.45,42.12,92,Moderate
12/19/2024,6:00,Dewanhat,0.55,6,21.45,33.12,22.54,36.45,73,Moderate
12/19/2024,12:00,Dewanhat,0.56,4.95,12.12,28.34,19.65,30.78,67,Moderate
12/19/2024,18:00,Dewanhat,0.57,6.35,29.45,41.78,34.45,44.78,98,Moderate
12/19/2024,0:00,Anderkilla,0.42,6,19,18,31,35,91,Moderate
12/19/2024,6:00,Anderkilla,0.381,5,11,41,28,55,84,Moderate
12/19/2024,12:00,Anderkilla,0.321,5,7,55,21,43,70,Moderate
12/19/2024,18:00,Anderkilla,0.394,7,39,37,16,43,59,Moderate
12/19/2024,0:00,Kotowali,0.36,4.32,6.99,38.13,41.19,43.9,115,Unhealthy for Sensitive Groups
12/19/2024,6:00,Kotowali,0.38,9.54,7.43,77.45,93.9,99.48,171,Unhealthy
12/19/2024,12:00,Kotowali,0.42,6.89,5.02,90.72,35,39.77,163,Unhealthy
12/19/2024,18:00,Kotowali,0.4,3.82,6.67,39.43,40.37,32.84,113,Unhealthy for Sensitive Groups
12/19/2024,6:00,Bayejid,0.42,12.75,3.27,97.71,57.25,44,181,Unhealthy
12/19/2024,12:00,Bayejid,0.45,13.26,5.08,114.95,97.67,102.68,210,Very Unhealthy
12/19/2024,6:00,Bayejid,0.36,14.4,2.31,109.81,88.58,54.83,205,Very Unhealthy
12/19/2024,0:00,Bayejid,0.33,9.24,6.87,76.76,44.7,18.7,124,Unhealthy for Sensitive Groups
12/19/2024,0:00,New Market,0.38,4.35,6.92,36.12,45.23,48.52,125,Unhealthy for Sensitive Groups
12/19/2024,6:00,New Market,0.39,5.63,7.38,32.75,36.26,38.28,103,Unhealthy for Sensitive Groups
12/19/2024,12:00,New Market,0.44,11.23,8.72,96.53,62.89,70.31,178,Unhealthy
12/19/2024,18:00,New Market,0.33,9.12,5.62,89.36,46.12,32.52,160,Unhealthy
12/20/2024,0:00,Dewanhat,0.58,5.2,15.45,33.12,21.78,35.34,71,Moderate
12/20/2024,6:00,Dewanhat,0.59,6.25,18.34,42.34,28.65,40.12,86,Moderate
12/20/2024,12:00,Dewanhat,0.6,5.45,16.12,30.45,19.78,33.12,67,Moderate
12/20/2024,18:00,Dewanhat,0.61,6.12,26.34,38.15,29.34,41.45,87,Moderate
12/20/2024,0:00,Anderkilla,0.454,7,33,19,49,39,134,Unhealthy for Sensitive Groups
12/20/2024,6:00,Anderkilla,0.321,5,22,46,33,46,95,Moderate
12/20/2024,12:00,Anderkilla,0.41,5,50,16,57,48,152,Unhealthy
12/20/2024,18:00,Anderkilla,0.446,7,26,22,33,47,95,Moderate
12/20/2024,0:00,Kotowali,0.46,8.61,2.26,111.03,65,53.8,206,Very Unhealthy
12/20/2024,6:00,Kotowali,0.37,6.57,5.9,102.38,30.26,33.21,193,Unhealthy
12/20/2024,12:00,Kotowali,0.38,5.54,4.88,103.98,31.1,34.98,197,Unhealthy
12/20/2024,18:00,Kotowali,0.42,6.54,5.73,105.77,32.99,34.34,95,Moderate
12/20/2024,6:00,Bayejid,0.37,10.21,7.96,38.64,76.68,71.77,162,Unhealthy
12/20/2024,12:00,Bayejid,0.47,11.68,6.12,61.69,83.65,78.03,166,Unhealthy
12/20/2024,6:00,Bayejid,0.36,6.42,5.32,82.61,52.05,52.03,142,Unhealthy for Sensitive Groups
12/20/2024,0:00,Bayejid,0.39,7,5.41,40.09,63.05,57.93,155,Unhealthy
12/20/2024,0:00,New Market,0.46,8.52,9.25,46.32,49.25,39.26,135,Unhealthy for Sensitive Groups
12/20/2024,6:00,New Market,0.41,5.23,12.36,38.12,46.23,33.29,127,Unhealthy for Sensitive Groups
12/20/2024,12:00,New Market,0.47,7.28,4.89,49.52,31.56,42,92,Moderate
12/20/2024,18:00,New Market,0.35,11.47,8.2,107.72,47.26,47.57,203,Very Unhealthy
12/21/2024,0:00,Dewanhat,0.62,5.8,22.45,36.34,24.45,38.78,77,Moderate
12/21/2024,6:00,Dewanhat,0.63,6.5,28.45,45.15,34.65,43.89,98,Moderate
12/21/2024,12:00,Dewanhat,0.64,5.9,21.12,33.45,22.78,36.12,73,Moderate
12/21/2024,18:00,Dewanhat,0.65,6.2,24.34,40.12,30.65,41.78,90,Moderate
12/21/2024,0:00,Anderkilla,0.406,6,26,16,30,44,89,Moderate
12/21/2024,6:00,Anderkilla,0.308,7,26,22,19,18,66,Moderate
12/21/2024,12:00,Anderkilla,0.391,6,31,19,40,41,112,Unhealthy for Sensitive Groups
12/21/2024,18:00,Anderkilla,0.428,7,29,26,34,46,97,Moderate
12/21/2024,0:00,Kotowali,0.32,6.65,4.8,103.34,38.7,34.21,196,Unhealthy
12/21/2024,6:00,Kotowali,0.4,2.88,6.54,38.13,42.15,40.88,117,Unhealthy for Sensitive Groups
12/21/2024,12:00,Kotowali,0.29,9.19,7.43,78.36,93.9,99.48,171,Unhealthy
12/21/2024,18:00,Kotowali,0.32,7.89,5.02,90.72,37,39.77,163,Unhealthy
12/21/2024,6:00,Bayejid,0.43,9.47,6.81,32.84,84.09,86.84,166,Unhealthy
12/21/2024,12:00,Bayejid,0.39,4.86,5.68,53.96,120.97,120.27,185,Unhealthy
12/21/2024,6:00,Bayejid,0.29,8.54,3.87,87.11,64.25,38.52,156,Unhealthy
12/21/2024,0:00,Bayejid,0.44,7.7,9.78,58.76,152.34,172.78,203,Very Unhealthy
12/21/2024,0:00,New Market,0.38,6.52,4.8,86.62,35.25,87.35,153,Unhealthy
12/21/2024,6:00,New Market,0.4,5.23,7.63,56.23,46.23,40.26,127,Unhealthy for Sensitive Groups
12/21/2024,12:00,New Market,0.36,6.08,7.45,70.92,76.96,88.33,162,Unhealthy
12/21/2024,18:00,New Market,0.33,6.98,5.02,63.45,42.32,45.25,118,Unhealthy for Sensitive Groups
12/22/2024,0:00,Dewanhat,0.66,5.95,29.12,42.78,33.45,44.12,96,Moderate
12/22/2024,6:00,Dewanhat,0.67,5.45,23.34,38.12,26.78,39.78,82,Moderate
12/22/2024,12:00,Dewanhat,0.68,6,18.45,30.25,20.34,33.45,68,Moderate
12/22/2024,18:00,Dewanhat,0.69,5.25,16.34,28.45,19.78,31.12,67,Moderate
12/22/2024,0:00,Anderkilla,0.21,2,32,14,15,20,57,Moderate
12/22/2024,6:00,Anderkilla,0.229,2,26,15,25,17,78,Moderate
12/22/2024,12:00,Anderkilla,0.241,3,28,52,9,35,48,Good
12/22/2024,18:00,Anderkilla,0.203,3,13,23,8,26,33,Good
12/22/2024,0:00,Kotowali,0.29,3.88,6.9,39.43,40.77,33.87,114,Unhealthy for Sensitive Groups
12/22/2024,6:00,Kotowali,0.32,8.51,2.56,112.5,66.21,53.8,208,Very Unhealthy
12/22/2024,12:00,Kotowali,0.4,6.32,6.3,102.3,30.96,33.21,193,Unhealthy
12/22/2024,18:00,Kotowali,0.37,4.96,9.7,105.76,41.76,47.23,116,Unhealthy for Sensitive Groups
12/22/2024,6:00,Bayejid,0.52,11.31,6.34,53.96,96.83,105.23,172,Unhealthy
12/22/2024,12:00,Bayejid,0.52,10.96,6.08,75.34,81.65,79.3,165,Unhealthy
12/22/2024,6:00,Bayejid,0.38,7.58,5.92,95.05,54.45,61.98,174,Unhealthy
12/22/2024,0:00,Bayejid,0.44,6.63,7.01,83.45,62.33,74.55,155,Unhealthy
12/22/2024,0:00,New Market,0.23,2.47,6.12,66.52,35.31,45.44,100,Moderate
12/22/2024,6:00,New Market,0.32,7.56,3.26,89.32,49.56,52.39,160,Unhealthy
12/22/2024,12:00,New Market,0.34,5.62,6.35,86.25,66.26,59.82,157,Unhealthy
12/22/2024,18:00,New Market,0.35,4.52,5.63,23.45,39.56,45.26,111,Unhealthy for Sensitive Groups
12/23/2024,0:00,Dewanhat,0.3,4.8,22.34,40.12,28.45,37.78,85,Moderate
12/23/2024,6:00,Dewanhat,0.32,5.6,25.12,36.34,31.78,40.89,92,Moderate
12/23/2024,12:00,Dewanhat,0.34,6.1,19.45,38.78,29.12,36.34,87,Moderate
12/23/2024,18:00,Dewanhat,0.36,5.5,21.34,35.45,27.65,38.12,84,Moderate
12/23/2024,0:00,Anderkilla,0.27,3,25,14,19,14,66,Moderate
12/23/2024,6:00,Anderkilla,0.231,3,12,28,11,20,46,Good
12/23/2024,12:00,Anderkilla,0.244,5,18,39,8,28,36,Good
12/23/2024,18:00,Anderkilla,0.273,5,29,32,11,32,46,Good
12/23/2024,0:00,Kotowali,0.27,7.37,3.33,102.38,52.57,45.27,193,Unhealthy
12/23/2024,6:00,Kotowali,0.32,8.52,10.32,44.4,49.06,47.16,134,Unhealthy for Sensitive Groups
12/23/2024,12:00,Kotowali,0.29,7.88,3.55,97.21,57.24,50.94,180,Unhealthy
12/23/2024,18:00,Kotowali,0.4,5.92,8.32,106.32,29.88,31.43,201,Very Unhealthy
12/23/2024,6:00,Bayejid,0.52,10.4,7.58,79.58,82.37,84.21,165,Unhealthy
12/23/2024,12:00,Bayejid,0.41,5.68,6.43,105.93,78.81,95.1,163,Unhealthy
12/23/2024,6:00,Bayejid,0.37,5.43,3.29,86.11,57.72,34.03,152,Unhealthy
12/23/2024,0:00,Bayejid,0.3,5.06,4.51,63.81,54.68,65.67,148,Unhealthy for Sensitive Groups
12/23/2024,0:00,New Market,0.32,5.7,22.12,39.21,29.43,42.43,87,Moderate
12/23/2024,6:00,New Market,0.33,6.01,16.23,15.21,26.32,32.56,81,Moderate
12/23/2024,12:00,New Market,0.29,6.02,18.21,30.26,15.51,40.12,58,Moderate
12/23/2024,18:00,New Market,0.31,4.92,18.21,44.12,32.12,39.21,93,Moderate
12/24/2024,0:00,Dewanhat,0.38,6.25,26.12,42.34,32.45,42.78,94,Moderate
12/24/2024,6:00,Dewanhat,0.4,5.45,18.34,31.45,20.78,34.12,69,Moderate
12/24/2024,12:00,Dewanhat,0.42,6.1,22.45,37.12,29.78,39.67,88,Moderate
12/24/2024,18:00,Dewanhat,0.44,5.75,20.34,33.45,23.65,36.12,75,Moderate
12/24/2024,0:00,Anderkilla,0.333,4,29,12,26,23,80,Moderate
12/24/2024,6:00,Anderkilla,0.338,4,24,14,23,16,74,Moderate
12/24/2024,12:00,Anderkilla,0.258,5,13,35,11,27,46,Good
12/24/2024,18:00,Anderkilla,0.315,6,32,35,10,32,42,Good
12/24/2024,0:00,Kotowali,0.34,8.14,12.09,34.43,46.26,52.14,127,Unhealthy for Sensitive Groups
12/24/2024,6:00,Kotowali,0.38,7.32,12.03,48.19,49.18,36.18,135,Unhealthy for Sensitive Groups
12/24/2024,12:00,Kotowali,0.42,6.15,14.24,30.32,70.64,67.71,159,Unhealthy
12/24/2024,18:00,Kotowali,0.39,4.22,6.18,96.98,41.1,35.33,179,Unhealthy
12/24/2024,6:00,Bayejid,0.42,7.19,12.54,51.36,54.15,37.19,147,Unhealthy for Sensitive Groups
12/24/2024,12:00,Bayejid,0.32,7.41,11.32,50.46,63.35,50.47,155,Unhealthy
12/24/2024,6:00,Bayejid,0.3,7.06,3.27,89.11,55.76,51.08,159,Unhealthy
